Id,predicted
2997,1
2998,0
2999,0
3000,0
3001,1
3002,1
3003,1
3004,1
3005,0
3006,1
3007,1
3008,1
3009,1
3010,0
3011,1
3012,1
3013,1
3014,0
3015,0
3016,0
3017,1
3018,1
3019,0
3020,0
3021,0
3022,1
3023,1
3024,1
3025,1
3026,0
3027,1
3028,1
3029,1
3030,0
3031,1
3032,1
3033,0
3034,1
3035,0
3036,1
3037,0
3038,0
3039,1
3040,1
3041,1
3042,1
3043,1
3044,0
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,0
3052,0
3053,1
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,0
3061,0
3062,1
3063,0
3064,1
3065,0
3066,0
3067,0
3068,1
3069,0
3070,0
3071,1
3072,1
3073,1
3074,1
3075,0
3076,1
3077,0
3078,1
3079,1
3080,0
3081,1
3082,1
3083,1
3084,1
3085,0
3086,1
3087,0
3088,1
3089,1
3090,0
3091,0
3092,0
3093,1
3094,0
3095,1
3096,1
3097,1
3098,0
3099,1
3100,1
3101,1
3102,0
3103,0
3104,1
3105,1
3106,1
3107,1
3108,0
3109,0
3110,1
3111,0
3112,0
3113,1
3114,0
3115,0
3116,1
3117,0
3118,1
3119,0
3120,0
3121,0
3122,1
3123,1
3124,1
3125,0
3126,1
3127,0
3128,1
3129,0
3130,1
3131,0
3132,0
3133,1
3134,1
3135,0
3136,0
3137,0
3138,1
3139,0
3140,1
3141,0
3142,0
3143,0
3144,1
3145,1
3146,0
3147,1
3148,1
3149,1
3150,1
3151,0
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,0
3160,1
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,0
3168,1
3169,0
3170,1
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,1
3184,1
3185,0
3186,0
3187,0
3188,0
3189,1
3190,0
3191,1
3192,0
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,0
3206,1
3207,0
3208,1
3209,1
3210,0
3211,0
3212,1
3213,0
3214,1
3215,0
3216,0
3217,0
3218,0
3219,1
3220,0
3221,1
3222,1
3223,1
3224,1
3225,0
3226,1
3227,0
3228,0
3229,0
3230,1
3231,0
3232,1
3233,1
3234,0
3235,1
3236,0
3237,1
3238,0
3239,1
3240,0
3241,1
3242,0
3243,0
3244,0
3245,0
3246,1
3247,0
3248,1
3249,1
3250,0
3251,1
3252,0
3253,1
3254,1
3255,0
3256,0
3257,1
3258,1
3259,0
3260,1
3261,0
3262,0
3263,1
3264,0
3265,1
3266,0
3267,1
3268,0
3269,1
3270,0
3271,1
3272,1
3273,0
3274,1
3275,0
3276,0
3277,1
3278,1
3279,1
3280,1
3281,0
3282,1
3283,0
3284,1
3285,0
3286,1
3287,1
3288,0
3289,1
3290,1
3291,1
3292,0
3293,1
3294,0
3295,1
3296,0
3297,0
3298,0
3299,1
3300,0
3301,1
3302,1
3303,0
3304,0
3305,0
3306,0
3307,1
3308,0
3309,1
3310,1
3311,1
3312,0
3313,0
3314,1
3315,0
3316,0
3317,0
3318,0
3319,0
3320,1
3321,0
3322,1
3323,1
3324,0
3325,1
3326,1
3327,0
3328,0
3329,1
3330,1
3331,0
3332,0
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,1
3340,1
3341,0
3342,1
3343,1
3344,1
3345,0
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,0
3353,0
3354,1
3355,1
3356,0
3357,0
3358,1
3359,1
3360,1
3361,0
3362,1
3363,0
3364,0
3365,0
3366,1
3367,0
3368,1
3369,1
3370,1
3371,0
3372,0
3373,1
3374,1
3375,1
3376,0
3377,1
3378,0
3379,0
3380,1
3381,1
3382,1
3383,1
3384,1
3385,0
3386,0
3387,1
3388,0
3389,0
3390,1
3391,1
3392,0
3393,0
3394,0
3395,0
3396,1
3397,0
3398,1
3399,1
3400,0
3401,1
3402,0
3403,0
3404,0
3405,1
3406,1
3407,1
3408,0
3409,0
3410,1
3411,0
3412,1
3413,0
3414,1
3415,1
3416,1
3417,1
3418,1
3419,0
3420,1
3421,0
3422,1
3423,0
3424,1
3425,1
3426,0
3427,0
3428,1
3429,0
3430,1
3431,1
3432,1
3433,0
3434,0
3435,1
3436,0
3437,0
3438,0
3439,0
3440,1
3441,0
3442,0
3443,1
3444,0
3445,0
3446,1
3447,1
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,1
3455,1
3456,1
3457,1
3458,0
3459,0
3460,1
3461,0
3462,1
3463,1
3464,1
3465,0
3466,1
3467,1
3468,1
3469,0
3470,1
3471,1
3472,1
3473,0
3474,0
3475,1
3476,1
3477,1
3478,1
3479,0
3480,0
3481,0
3482,1
3483,0
3484,0
3485,1
3486,1
3487,1
3488,1
3489,0
3490,1
3491,1
3492,1
3493,1
3494,0
3495,0
3496,1
3497,1
3498,1
3499,0
3500,1
3501,1
3502,1
3503,1
3504,0
3505,0
3506,0
3507,0
3508,0
3509,1
3510,1
3511,1
3512,1
3513,1
3514,1
3515,1
3516,0
3517,1
3518,1
3519,0
3520,0
3521,1
3522,1
3523,1
3524,0
3525,1
3526,0
3527,1
3528,0
3529,1
3530,1
3531,0
3532,1
3533,0
3534,1
3535,1
3536,1
3537,0
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,0
3545,1
3546,0
3547,1
3548,1
3549,0
3550,1
3551,0
3552,1
3553,1
3554,1
3555,0
3556,1
3557,0
3558,1
3559,0
3560,0
3561,1
3562,1
3563,1
3564,0
3565,1
3566,1
3567,1
3568,0
3569,0
3570,0
3571,0
3572,1
3573,0
3574,0
3575,1
3576,1
3577,0
3578,1
3579,0
3580,0
3581,1
3582,1
3583,0
3584,0
3585,1
3586,1
3587,0
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,0
3596,1
3597,1
3598,1
3599,0
3600,0
3601,1
3602,0
3603,1
3604,1
3605,0
3606,1
3607,0
3608,1
3609,0
3610,1
3611,1
3612,0
3613,1
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,0
3621,1
3622,0
3623,0
3624,1
3625,1
3626,0
3627,0
3628,0
3629,1
3630,1
3631,1
3632,1
3633,1
3634,1
3635,1
3636,0
3637,0
3638,0
3639,0
3640,0
3641,1
3642,1
3643,0
3644,1
3645,0
3646,1
3647,1
3648,0
3649,0
3650,0
3651,0
3652,1
3653,0
3654,0
3655,1
3656,0
3657,1
3658,1
3659,1
3660,0
3661,0
3662,0
3663,0
3664,1
3665,1
3666,0
3667,1
3668,1
3669,0
3670,0
3671,1
3672,1
3673,1
3674,1
3675,0
3676,0
3677,0
3678,0
3679,0
3680,1
3681,0
3682,0
3683,0
3684,0
3685,1
3686,0
3687,1
3688,0
3689,0
3690,0
3691,0
3692,0
3693,1
3694,1
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,1
3702,1
3703,1
3704,0
3705,1
3706,1
3707,1
3708,0
3709,1
3710,1
3711,0
3712,0
3713,1
3714,1
3715,0
3716,1
3717,0
3718,0
3719,1
3720,1
3721,0
3722,1
3723,0
3724,1
3725,0
3726,1
3727,0
3728,1
3729,1
3730,1
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,1
3744,0
3745,1
3746,1
3747,1
3748,0
3749,0
3750,0
3751,0
3752,1
3753,0
3754,0
3755,1
3756,1
3757,0
3758,0
3759,0
3760,0
3761,1
3762,0
3763,1
3764,1
3765,1
3766,1
3767,1
3768,0
3769,1
3770,1
3771,0
3772,0
3773,0
3774,1
3775,0
3776,1
3777,1
3778,0
3779,0
3780,1
3781,0
3782,1
3783,1
3784,0
3785,0
3786,0
3787,1
3788,0
3789,0
3790,1
3791,0
3792,1
3793,0
3794,1
3795,1
3796,0
3797,1
3798,0
3799,0
3800,1
3801,0
3802,0
3803,1
3804,1
3805,1
3806,0
3807,0
3808,0
3809,1
3810,0
3811,1
3812,0
3813,1
3814,0
3815,0
3816,0
3817,1
3818,1
3819,1
3820,1
3821,0
3822,0
3823,0
3824,1
3825,0
3826,1
3827,1
3828,1
3829,1
3830,0
3831,1
3832,1
3833,1
3834,1
3835,1
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,1
3843,1
3844,1
3845,1
3846,0
3847,0
3848,1
3849,0
3850,1
3851,0
3852,1
3853,0
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,0
3861,1
3862,0
3863,0
3864,0
3865,1
3866,0
3867,0
3868,1
3869,1
3870,1
3871,1
3872,1
3873,0
3874,0
3875,1
3876,0
3877,1
3878,1
3879,0
3880,1
3881,1
3882,1
3883,0
3884,1
3885,0
3886,1
3887,1
3888,1
3889,1
3890,1
3891,0
3892,1
3893,0
3894,1
3895,0
3896,0
3897,0
3898,0
3899,1
3900,0
3901,1
3902,0
3903,0
3904,1
3905,0
3906,0
3907,1
3908,1
3909,1
3910,0
3911,1
3912,1
3913,1
3914,0
3915,0
3916,0
3917,1
3918,0
3919,1
3920,1
3921,0
3922,0
3923,1
3924,0
3925,1
3926,1
3927,1
3928,0
3929,1
3930,1
3931,1
3932,0
3933,0
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,0
3941,1
3942,1
3943,0
3944,0
3945,1
3946,0
3947,1
3948,1
3949,1
3950,1
3951,0
3952,0
3953,1
3954,0
3955,0
3956,1
3957,1
3958,1
3959,0
3960,1
3961,1
3962,1
3963,1
3964,0
3965,1
3966,1
3967,0
3968,0
3969,1
3970,0
3971,1
3972,1
3973,0
3974,0
3975,1
3976,1
3977,1
3978,0
3979,0
3980,1
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,1
3988,0
3989,1
3990,1
3991,0
3992,1
3993,0
3994,1
3995,0
3996,0
3997,0
3998,1
3999,1
4000,1
4001,1
4002,0
4003,0
4004,1
4005,1
4006,0
4007,1
4008,1
4009,0
4010,0
4011,0
4012,1
4013,1
4014,1
4015,0
4016,1
4017,1
4018,0
4019,0
4020,0
4021,1
4022,0
4023,0
4024,1
4025,0
4026,1
4027,1
4028,0
4029,0
4030,0
4031,1
4032,1
4033,1
4034,1
4035,1
4036,0
4037,0
4038,1
4039,0
4040,1
4041,1
4042,1
4043,0
4044,0
4045,1
4046,1
4047,1
4048,1
4049,1
4050,1
4051,0
4052,0
4053,0
4054,1
4055,1
4056,1
4057,1
4058,0
4059,1
4060,1
4061,0
4062,0
4063,0
4064,1
4065,0
4066,1
4067,0
4068,0
4069,1
4070,1
4071,1
4072,0
4073,0
4074,1
4075,0
4076,0
4077,0
4078,1
4079,0
4080,1
4081,1
4082,0
4083,0
4084,1
4085,0
4086,0
4087,1
4088,1
4089,1
4090,1
4091,1
4092,1
4093,0
4094,0
4095,0
4096,0
4097,1
4098,0
4099,0
4100,1
4101,0
4102,0
4103,1
4104,1
4105,0
4106,0
4107,0
4108,0
4109,1
4110,1
4111,0
4112,0
4113,1
4114,0
4115,0
4116,1
4117,0
4118,1
4119,1
4120,0
4121,0
4122,1
4123,0
4124,0
4125,0
4126,0
4127,1
4128,0
4129,1
4130,0
4131,1
4132,1
4133,0
4134,0
4135,0
4136,0
4137,0
4138,1
4139,1
4140,1
4141,0
4142,0
4143,1
4144,1
4145,0
4146,1
4147,1
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,1
4155,1
4156,0
4157,1
4158,1
4159,0
4160,0
4161,0
4162,1
4163,0
4164,1
4165,1
4166,1
4167,1
4168,1
4169,0
4170,1
4171,1
4172,0
4173,1
4174,1
4175,0
4176,1
4177,1
4178,1
4179,1
4180,0
4181,0
4182,0
4183,0
4184,1
4185,0
4186,0
4187,1
4188,1
4189,1
4190,0
4191,1
4192,1
4193,1
4194,1
4195,1
4196,1
4197,0
4198,0
4199,1
4200,1
4201,0
4202,1
4203,1
4204,1
4205,1
4206,1
4207,0
4208,0
4209,0
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,0
4218,1
4219,1
4220,1
4221,0
4222,1
4223,0
4224,1
4225,0
4226,0
4227,1
4228,1
4229,1
4230,1
4231,0
4232,1
4233,1
4234,0
4235,0
4236,1
4237,0
4238,0
4239,1
4240,1
4241,1
4242,1
4243,1
4244,1
4245,0
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,1
4253,0
4254,1
4255,1
4256,1
4257,1
4258,0
4259,0
4260,0
4261,0
4262,1
4263,1
4264,1
4265,0
4266,1
4267,1
4268,0
4269,0
4270,0
4271,1
4272,1
4273,0
4274,1
4275,0
4276,1
4277,0
4278,1
4279,1
4280,0
4281,1
4282,1
4283,1
4284,0
4285,1
4286,1
4287,1
4288,1
4289,0
4290,1
4291,1
4292,1
4293,0
4294,0
4295,0
4296,1
4297,0
4298,0
4299,0
4300,1
4301,1
4302,0
4303,1
4304,1
4305,0
4306,1
4307,1
4308,0
4309,0
4310,1
4311,1
4312,0
4313,1
4314,1
4315,0
4316,0
4317,0
4318,1
4319,0
4320,0
4321,1
4322,1
4323,1
4324,0
4325,1
4326,0
4327,1
4328,0
4329,1
4330,0
4331,1
4332,1
4333,1
4334,0
4335,0
4336,1
4337,0
4338,0
4339,1
4340,1
4341,0
4342,0
4343,1
4344,1
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,0
4354,1
4355,1
4356,1
4357,0
4358,0
4359,1
4360,0
4361,0
4362,0
4363,1
4364,0
4365,1
4366,1
4367,0
4368,1
4369,0
4370,1
4371,0
4372,0
4373,0
4374,0
4375,0
4376,1
4377,1
4378,0
4379,1
4380,0
4381,1
4382,1
4383,1
4384,0
4385,1
4386,1
4387,0
4388,0
4389,0
4390,1
4391,0
4392,1
4393,1
4394,0
4395,0
4396,1
4397,1
4398,1
4399,1
4400,1
4401,0
4402,1
4403,1
4404,1
4405,0
4406,0
4407,1
4408,1
4409,1
4410,0
4411,0
4412,1
4413,1
4414,1
4415,1
4416,1
4417,0
4418,1
4419,1
4420,1
4421,1
4422,1
4423,1
4424,1
4425,0
4426,1
4427,0
4428,1
4429,0
4430,0
4431,0
4432,0
4433,0
4434,0
4435,1
4436,0
4437,1
4438,1
4439,0
4440,0
4441,0
4442,1
4443,1
4444,1
4445,0
4446,1
4447,1
4448,0
4449,1
4450,0
4451,0
4452,0
4453,0
4454,0
4455,1
4456,1
4457,1
4458,0
4459,1
4460,0
4461,1
4462,0
4463,0
4464,1
4465,1
4466,1
4467,1
4468,0
4469,0
4470,1
4471,0
4472,0
4473,1
4474,1
4475,1
4476,1
4477,0
4478,1
4479,0
4480,1
4481,0
4482,1
4483,0
4484,0
4485,1
4486,0
4487,0
4488,1
4489,0
4490,1
4491,1
4492,0
4493,0
4494,0
4495,0
4496,1
4497,1
4498,0
4499,0
4500,1
4501,1
4502,0
4503,0
4504,0
4505,1
4506,0
4507,1
4508,1
4509,1
4510,0
4511,0
4512,1
4513,1
4514,0
4515,1
4516,1
4517,0
4518,0
4519,1
4520,1
4521,1
4522,1
4523,0
4524,0
4525,1
4526,0
4527,0
4528,1
4529,0
4530,0
4531,0
4532,1
4533,0
4534,1
4535,1
4536,0
4537,1
4538,0
4539,1
4540,1
4541,0
4542,1
4543,1
4544,1
4545,1
4546,1
4547,0
4548,1
4549,0
4550,1
4551,1
4552,1
4553,0
4554,0
4555,1
4556,1
4557,1
4558,0
4559,0
4560,1
4561,0
4562,1
4563,0
4564,1
4565,1
4566,0
4567,1
4568,1
4569,1
4570,1
4571,1
4572,0
4573,1
4574,0
4575,1
4576,1
4577,1
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,1
4585,0
4586,1
4587,0
4588,1
4589,1
4590,1
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,1
4598,1
4599,1
4600,1
4601,0
4602,1
4603,0
4604,1
4605,1
4606,0
4607,0
4608,1
4609,0
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,0
4617,0
4618,1
4619,0
4620,1
4621,1
4622,0
4623,0
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,1
4632,0
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,1
4642,0
4643,1
4644,0
4645,1
4646,0
4647,0
4648,0
4649,1
4650,0
4651,0
4652,0
4653,1
4654,1
4655,0
4656,1
4657,1
4658,0
4659,1
4660,0
4661,1
4662,1
4663,1
4664,0
4665,1
4666,0
4667,0
4668,0
4669,1
4670,1
4671,0
4672,1
4673,1
4674,0
4675,1
4676,0
4677,0
4678,0
4679,1
4680,1
4681,1
4682,1
4683,1
4684,1
4685,0
4686,0
4687,0
4688,1
4689,1
4690,0
4691,1
4692,1
4693,0
4694,1
4695,1
4696,1
4697,0
4698,1
4699,0
4700,1
4701,1
4702,0
4703,1
4704,0
4705,0
4706,0
4707,1
4708,1
4709,1
4710,1
4711,1
4712,1
4713,1
4714,0
4715,1
4716,1
4717,1
4718,1
4719,0
4720,0
4721,0
4722,0
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,1
4730,1
4731,0
4732,1
4733,0
4734,1
4735,0
4736,1
4737,0
4738,1
4739,0
4740,0
4741,1
4742,0
4743,1
4744,1
4745,0
4746,1
4747,0
4748,1
4749,1
4750,0
4751,0
4752,1
4753,1
4754,0
4755,0
4756,0
4757,0
4758,0
4759,1
4760,1
4761,1
4762,0
4763,1
4764,1
4765,1
4766,0
4767,0
4768,0
4769,0
4770,0
4771,1
4772,1
4773,0
4774,0
4775,1
4776,1
4777,1
4778,0
4779,0
4780,1
4781,0
4782,0
4783,0
4784,0
4785,0
4786,1
4787,0
4788,0
4789,1
4790,0
4791,0
4792,1
4793,1
4794,1
4795,0
4796,0
4797,0
4798,1
4799,0
4800,0
4801,1
4802,0
4803,0
4804,0
4805,1
4806,0
4807,1
4808,0
4809,0
4810,1
4811,1
4812,1
4813,1
4814,1
4815,0
4816,0
4817,0
4818,1
4819,1
4820,1
4821,1
4822,0
4823,1
4824,0
4825,0
4826,1
4827,0
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,0
4836,1
4837,1
4838,1
4839,0
4840,0
4841,1
4842,0
4843,1
4844,0
4845,0
4846,1
4847,0
4848,0
4849,1
4850,1
4851,1
4852,1
4853,1
4854,0
4855,1
4856,1
4857,1
4858,0
4859,1
4860,0
4861,0
4862,0
4863,1
4864,0
4865,0
4866,1
4867,1
4868,1
4869,0
4870,1
4871,1
4872,0
4873,0
4874,0
4875,1
4876,0
4877,1
4878,1
4879,1
4880,1
4881,1
4882,0
4883,0
4884,1
4885,0
4886,0
4887,0
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,0
4897,1
4898,0
4899,1
4900,1
4901,0
4902,0
4903,1
4904,1
4905,0
4906,0
4907,1
4908,1
4909,0
4910,0
4911,0
4912,0
4913,0
4914,1
4915,1
4916,1
4917,1
4918,0
4919,0
4920,1
4921,1
4922,0
4923,1
4924,1
4925,1
4926,1
4927,0
4928,1
4929,1
4930,1
4931,0
4932,1
4933,1
4934,1
4935,0
4936,1
4937,1
4938,0
4939,0
4940,0
4941,0
4942,1
4943,1
4944,0
4945,0
4946,0
4947,1
4948,0
4949,1
4950,1
4951,1
4952,0
4953,0
4954,0
4955,1
4956,0
4957,1
4958,1
4959,0
4960,1
4961,0
4962,1
4963,1
4964,0
4965,1
4966,1
4967,0
4968,0
4969,0
4970,1
4971,1
4972,0
4973,1
4974,0
4975,0
4976,0
4977,0
4978,0
4979,1
4980,0
4981,0
4982,0
4983,1
4984,1
4985,1
4986,0
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,0
4995,0
4996,0
4997,1
4998,0
4999,0
5000,0
5001,1
5002,1
5003,0
5004,1
5005,1
5006,0
5007,1
5008,0
5009,1
5010,1
5011,1
5012,1
5013,0
5014,0
5015,0
5016,1
5017,0
5018,0
5019,0
5020,1
5021,0
5022,0
5023,0
5024,0
5025,1
5026,1
5027,1
5028,1
5029,1
5030,0
5031,1
5032,0
5033,1
5034,0
5035,0
5036,0
5037,1
5038,0
5039,0
5040,0
5041,1
5042,1
5043,0
5044,1
5045,1
5046,0
5047,1
5048,0
5049,0
5050,0
5051,1
5052,1
5053,1
5054,1
5055,1
5056,1
5057,0
5058,1
5059,1
5060,0
5061,0
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,0
5069,1
5070,1
5071,0
5072,1
5073,0
5074,0
5075,1
5076,0
5077,1
5078,0
5079,1
5080,1
5081,0
5082,0
5083,0
5084,1
5085,0
5086,0
5087,1
5088,0
5089,0
5090,1
5091,1
5092,1
5093,1
5094,1
5095,1
5096,0
5097,1
5098,1
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,1
5106,1
5107,1
5108,0
5109,0
5110,0
5111,1
5112,1
5113,0
5114,1
5115,1
5116,1
5117,0
5118,0
5119,0
5120,0
5121,1
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,1
5131,0
5132,0
5133,1
5134,0
5135,1
5136,1
5137,0
5138,0
5139,1
5140,0
5141,0
5142,1
5143,1
5144,1
5145,1
5146,0
5147,0
5148,0
5149,0
5150,1
5151,0
5152,0
5153,1
5154,1
5155,0
5156,1
5157,1
5158,1
5159,0
5160,0
5161,1
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,1
5169,0
5170,0
5171,0
5172,0
5173,1
5174,1
5175,1
5176,0
5177,0
5178,1
5179,0
5180,1
5181,0
5182,0
5183,1
5184,1
5185,1
5186,1
5187,0
5188,1
5189,1
5190,1
5191,1
5192,0
5193,1
5194,0
5195,0
5196,0
5197,0
5198,1
5199,1
5200,0
5201,0
5202,1
5203,1
5204,0
5205,1
5206,0
5207,1
5208,1
5209,1
5210,1
5211,1
5212,0
5213,0
5214,1
5215,0
5216,1
5217,1
5218,0
5219,0
5220,1
5221,0
5222,1
5223,0
5224,1
5225,0
5226,1
5227,0
5228,1
5229,1
5230,0
5231,0
5232,0
5233,1
5234,1
5235,1
5236,0
5237,0
5238,1
5239,1
5240,0
5241,0
5242,1
5243,1
5244,0
5245,0
5246,1
5247,1
5248,0
5249,1
5250,1
5251,1
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,1
5266,1
5267,1
5268,1
5269,0
5270,1
5271,1
5272,1
5273,0
5274,1
5275,0
5276,1
5277,1
5278,0
5279,1
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,0
5287,0
5288,1
5289,0
5290,1
5291,0
5292,0
5293,1
5294,0
5295,1
5296,0
5297,1
5298,0
5299,1
5300,1
5301,1
5302,1
5303,0
5304,0
5305,0
5306,0
5307,0
5308,1
5309,1
5310,0
5311,1
5312,1
5313,0
5314,1
5315,1
5316,1
5317,1
5318,0
5319,0
5320,0
5321,1
5322,1
5323,1
5324,1
5325,1
5326,1
5327,0
5328,1
5329,0
5330,0
5331,1
5332,1
5333,1
5334,0
5335,0
5336,1
5337,0
5338,0
5339,1
5340,0
5341,0
5342,1
5343,1
5344,1
5345,1
5346,0
5347,0
5348,1
5349,0
5350,1
5351,1
5352,1
5353,1
5354,0
5355,0
5356,1
5357,0
5358,0
5359,0
5360,1
5361,0
5362,1
5363,1
5364,0
5365,1
5366,0
5367,0
5368,1
5369,1
5370,1
5371,0
5372,1
5373,0
5374,1
5375,0
5376,1
5377,1
5378,1
5379,1
5380,0
5381,1
5382,1
5383,0
5384,0
5385,1
5386,1
5387,1
5388,0
5389,0
5390,0
5391,1
5392,0
5393,1
5394,0
5395,1
5396,0
5397,1
5398,1
5399,1
5400,1
5401,1
5402,0
5403,0
5404,1
5405,0
5406,1
5407,0
5408,1
5409,1
5410,1
5411,0
5412,1
5413,0
5414,1
5415,1
5416,0
5417,1
5418,0
5419,1
5420,0
5421,1
5422,1
5423,1
5424,1
5425,1
5426,0
5427,0
5428,1
5429,0
5430,0
5431,1
5432,1
5433,0
5434,1
5435,1
5436,1
5437,1
5438,1
5439,1
5440,0
5441,0
5442,1
5443,0
5444,0
5445,1
5446,1
5447,1
5448,0
5449,1
5450,0
5451,0
5452,1
5453,1
5454,1
5455,0
5456,1
5457,1
5458,0
5459,1
5460,0
5461,1
5462,1
5463,1
5464,0
5465,0
5466,0
5467,0
5468,1
5469,0
5470,1
5471,0
5472,1
5473,1
5474,1
5475,0
5476,0
5477,1
5478,0
5479,1
5480,1
5481,1
5482,1
5483,0
5484,1
5485,1
5486,1
5487,1
5488,0
5489,0
5490,0
5491,1
5492,0
5493,1
5494,1
5495,0
5496,0
5497,1
5498,1
5499,1
5500,0
5501,1
5502,0
5503,1
5504,0
5505,1
5506,1
5507,1
5508,1
5509,1
5510,0
5511,1
5512,0
5513,1
5514,1
5515,0
5516,1
5517,0
5518,0
5519,1
5520,0
5521,0
5522,1
5523,1
5524,1
5525,0
5526,1
5527,0
5528,0
5529,1
5530,1
5531,0
5532,1
5533,1
5534,1
5535,0
5536,0
5537,1
5538,1
5539,1
5540,1
5541,1
5542,0
5543,0
5544,1
5545,0
5546,1
5547,0
5548,1
5549,1
5550,0
5551,1
5552,0
5553,0
5554,0
5555,0
5556,0
5557,1
5558,1
5559,1
5560,1
5561,1
5562,1
5563,0
5564,0
5565,1
5566,0
5567,1
5568,0
5569,1
5570,1
5571,1
5572,0
5573,1
5574,1
5575,1
5576,0
5577,0
5578,1
5579,1
5580,1
5581,0
5582,1
5583,1
5584,1
5585,0
5586,1
5587,1
5588,0
5589,0
5590,0
5591,1
5592,0
5593,1
5594,1
5595,0
5596,1
5597,0
5598,1
5599,0
5600,0
5601,1
5602,1
5603,0
5604,1
5605,0
5606,1
5607,0
5608,1
5609,0
5610,0
5611,1
5612,1
5613,0
5614,0
5615,0
5616,0
5617,0
5618,1
5619,1
5620,1
5621,1
5622,0
5623,0
5624,1
5625,0
5626,0
5627,0
5628,1
5629,1
5630,1
5631,1
5632,0
5633,1
5634,1
5635,1
5636,1
5637,0
5638,1
5639,1
5640,0
5641,1
5642,0
5643,1
5644,1
5645,0
5646,0
5647,1
5648,1
5649,1
5650,1
5651,1
5652,0
5653,1
5654,0
5655,0
5656,0
5657,1
5658,1
5659,0
5660,0
5661,0
5662,1
5663,0
5664,0
5665,1
5666,1
5667,0
5668,1
5669,1
5670,1
5671,1
5672,0
5673,1
5674,1
5675,1
5676,1
5677,1
5678,1
5679,1
5680,0
5681,0
5682,0
5683,0
5684,0
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,0
5699,1
5700,0
5701,1
5702,1
5703,0
5704,1
5705,1
5706,0
5707,0
5708,0
5709,0
5710,1
5711,1
5712,0
5713,1
5714,1
5715,1
5716,0
5717,1
5718,1
5719,0
5720,1
5721,1
5722,1
5723,1
5724,1
5725,1
5726,0
5727,0
5728,0
5729,0
5730,1
5731,0
5732,1
5733,0
5734,1
5735,0
5736,0
5737,0
5738,1
5739,1
5740,1
5741,0
5742,1
5743,1
5744,0
5745,0
5746,1
5747,1
5748,1
5749,0
5750,1
5751,1
5752,0
5753,0
5754,1
5755,0
5756,0
5757,1
5758,0
5759,1
5760,1
5761,1
5762,1
5763,0
5764,0
5765,1
5766,1
5767,1
5768,0
5769,0
5770,1
5771,0
5772,0
5773,1
5774,0
5775,0
5776,1
5777,0
5778,1
5779,1
5780,1
5781,1
5782,0
5783,0
5784,1
5785,0
5786,0
5787,1
5788,1
5789,1
5790,1
5791,1
5792,0
5793,1
5794,0
